filename,cleaned_sentence,unvowel_sentence
Fadel_test.txt,(قَوْلُهُ: أَمَّا إِذَا شَهِدَ بِهِ خَبِيرَانِ إِلَخْ) قَدْ يُجَابُ بِأَنَّ الْعَدَّ، وَقَدْ يَتَسَاهَلُ فِي الْبَحْثِ عَنْ الْخِبْرَةِ.,(قوله: أما إذا شهد به خبيران إلخ) قد يجاب بأن العد، وقد يتساهل في البحث عن الخبرة.
Fadel_test.txt,(قَوْلُهُ وَزَعَمَ أَنَّهُ) أَيْ السَّمُّورُ (41 / 226),(قوله وزعم أنه) أي السمور (41 / 226)
Fadel_test.txt,ثُمَّ آثَرَ بِهِ غَيْرَهُ.,ثم آثر به غيره.
Fadel_test.txt,قَضِيَّتُهُ أَنَّ أَحَدَ الْجَانِبَيْنِ فِي هَذَا التَّصْوِيرِ إِذَا كَانَ مِنْ قُرَيْشٍ رَجَحَ إِخْبَارُهُ وَلَوْ بِالْحَمْلِ فَلْيُتَأَمَّلْ (41 / 251),قضيته أن أحد الجانبين في هذا التصوير إذا كان من قريش رجح إخباره ولو بالحمل فليتأمل (41 / 251)
Fadel_test.txt,وَإِنَّمَا الْوَاقِعُ لِلْمُوَكِّلِ حُكْمُ فِعْلِهِ، فَكَانَ الْإِتْمَامُ إِلَى الْوَكِيلِ، وَكَذَا إِذَا تَصَرَّفَ فِيهِ تَصَرُّفَ الْمُلَّاكِ بِأَنْ كَانَ ثَوْبًا فَقَطَعَهُ أَوْ صَبَغَهُ أَحْمَرَ أَوْ أَصْفَرَ أَوْ سَوِيقًا فَلَتَّهُ بِسَمْنٍ أَوْ عَسَلٍ أَوْ أَرْضًا فَبَنَى عَلَيْهَا أَوْ غَرَسَ أَوْ زَرَعَ أَوْ جَارِيَةً فَوَطِئَهَا أَوْ لَمَسَهَا بِشَهْوَةٍ أَوْ نَظَرَ إِلَى فَرْجِهَا عَنْ شَهْوَةٍ أَوْ دَابَّةً فَرَكِبَهَا لِحَاجَةِ نَفْسِهِ، وَنَحْوَ ذَلِكَ؛ لِأَنَّ الْإِقْدَامَ عَلَى هَذِهِ التَّصَرُّفَاتِ دَلَالَةُ الْإِجَازَةِ وَالرِّضَا بِلُزُومِ الْبَيْعِ وَالْمِلْكِ بِهِ إِذْ لَوْ لَمْ يَكُنْ بِهِ وَفَسَخَ الْبَيْعَ لَتَبَيَّنَ أَنَّهُ تَصَرَّفَ فِي مِلْكِ الْغَيْرِ مِنْ كُلِّ وَجْهٍ أَوْ مِنْ وَجْهٍ، وَأَنَّهُ حَرَامٌ فَجُعِلَ ذَلِكَ إِجَازَةً مِنْهُ صِيَانَةً لَهُ عَنْ ارْتِكَابِ الْحَرَامِ، وَكَذَا إِذَا عَرَضَهُ عَلَى الْبَيْعِ بَاعَ أَوْ لَمْ يَبِعْ؛ لِأَنَّهُ لَمَّا عَرَضَهُ عَلَى الْبَيْعِ فَقَدْ قَصَدَ إِثْبَاتَ الْمِلْكِ اللَّازِمِ لِلْمُشْتَرِي وَمِنْ ضَرُورَتِهِ لُزُومُ الْمِلْكِ لَهُ لِيُمْكِنَهُ إِثْبَاتُهُ لِغَيْرِهِ، وَلَوْ عَرَضَ بَعْضَهُ عَلَى الْبَيْعِ سَقَطَ خِيَارُهُ عِنْدَ أَبِي يُوسُفَ، وَعِنْدَ مُحَمَّدٍ لَا يَسْقُطُ، وَالصَّحِيحُ قَوْلُ أَبِي يُوسُفَ؛ لِأَنَّ سُقُوطَ الْخِيَارِ وَلُزُومَ الْبَيْعِ بِالْعَرْضِ لِكَوْنِ الْعَرْضِ دَلَالَةَ الْإِجَازَةِ وَالرِّضَا، وَدَلَالَةَ الْإِجَازَةِ دُونَ صَرِيحِ الْإِجَازَةِ.,وإنما الواقع للموكل حكم فعله، فكان الإتمام إلى الوكيل، وكذا إذا تصرف فيه تصرف الملاك بأن كان ثوبا فقطعه أو صبغه أحمر أو أصفر أو سويقا فلته بسمن أو عسل أو أرضا فبنى عليها أو غرس أو زرع أو جارية فوطئها أو لمسها بشهوة أو نظر إلى فرجها عن شهوة أو دابة فركبها لحاجة نفسه، ونحو ذلك؛ لأن الإقدام على هذه التصرفات دلالة الإجازة والرضا بلزوم البيع والملك به إذ لو لم يكن به وفسخ البيع لتبين أنه تصرف في ملك الغير من كل وجه أو من وجه، وأنه حرام فجعل ذلك إجازة منه صيانة له عن ارتكاب الحرام، وكذا إذا عرضه على البيع باع أو لم يبع؛ لأنه لما عرضه على البيع فقد قصد إثبات الملك اللازم للمشتري ومن ضرورته لزوم الملك له ليمكنه إثباته لغيره، ولو عرض بعضه على البيع سقط خياره عند أبي يوسف، وعند محمد لا يسقط، والصحيح قول أبي يوسف؛ لأن سقوط الخيار ولزوم البيع بالعرض لكون العرض دلالة الإجازة والرضا، ودلالة الإجازة دون صريح الإجازة.
Fadel_test.txt,وَيَجْتَنِبُ الْفَوَاحِشَ الظَّاهِرَةَ وَإِنْ كَانَ غَيْرُهُ أَوْرَعَ مِنْهُ.,ويجتنب الفواحش الظاهرة وإن كان غيره أورع منه.
Fadel_test.txt,زَوَالُهُ.,زواله.
Fadel_test.txt,قَوْلُهُ (وَيُتْرَكُ لَهُ مِنْ مَالِهِ مَا تَدْعُو إِلَيْهِ حَاجَتُهُ: مِنْ مَسْكَنٍ) بِلَا نِزَاعٍ.,قوله (ويترك له من ماله ما تدعو إليه حاجته: من مسكن) بلا نزاع.
Fadel_test.txt,وَعَلَيْهِ الْمَهْرُ إِنْ لَمْ يَطَأْ بِإِذْنِ رَبِّ الْمَالِ وَإِنْ وَلَدَتْ مِنْهُ وَظَهَرَ رِبْحٌ صَارَتْ أُمَّ وَلَدٍ وَوَلَدُهُ حُرٌّ وَعَلَيْهِ قِيمَتُهَا وَإِنْ لَمْ يَظْهَرْ فَهِيَ وَوَلَدُهَا مِلْكٌ لِرَبِّ الْمَالِ (وَلَا يَطَأُ رَبُّهُ) أَيْ: الْمَالِ (أَمَةً) مِنْ الْمُضَارَبَةِ (وَلَوْ عَدِمَ الرِّبْحَ) ؛ لِأَنَّهُ يُنْقِصُهَا إِنْ كَانَتْ بِكْرًا أَوْ يُعَرِّضُهَا لِلتَّلَفِ وَالْخُرُوجِ مِنْ الْمُضَارَبَةِ، وَلَا حَدَّ عَلَيْهِ؛ لِأَنَّهَا مِلْكُهُ وَإِنْ وَلَدَتْ مِنْهُ خَرَجَتْ مِنْ الْمُضَارَبَةِ وَحُسِبَتْ قِيمَتُهَا عَلَيْهِ فَإِنْ كَانَ فِيهِ رِبْحٌ فَلِلْعَامِلِ مِنْهُ حِصَّتُهُ. (6 / 75),وعليه المهر إن لم يطأ بإذن رب المال وإن ولدت منه وظهر ربح صارت أم ولد وولده حر وعليه قيمتها وإن لم يظهر فهي وولدها ملك لرب المال (ولا يطأ ربه) أي: المال (أمة) من المضاربة (ولو عدم الربح) ؛ لأنه ينقصها إن كانت بكرا أو يعرضها للتلف والخروج من المضاربة، ولا حد عليه؛ لأنها ملكه وإن ولدت منه خرجت من المضاربة وحسبت قيمتها عليه فإن كان فيه ربح فللعامل منه حصته. (6 / 75)
Fadel_test.txt,وَلَوْ دَفَعَ نَخْلًا لَهُ مُعَامَلَةً بِالنِّصْفِ ثُمَّ بَدَا لِلْعَامِلِ أَنْ يَتْرُكَ الْعَمَلَ أَوْ يُسَافِرَ فَإِنَّهُ يُجْبَرُ عَلَى الْعَمَلِ، أَمَّا إِذَا بَدَا لَهُ تَرْكُ الْعَمَلِ؛ فَلِأَنَّ فِي إِيفَاءِ الْعَقْدِ لَا يَلْحَقُهُ ضَرَرٌ لَمْ يَلْتَزِمْهُ بِالْعَقْدِ؛ لِأَنَّهُ الْتَزَمَ بِالْعَقْدِ إِقَامَةَ الْعَمَلِ، وَلَا يَلْحَقُهُ سِوَى ذَلِكَ، وَأَمَّا فِي السَّفَرِ فَقَدْ ذَكَرَ فِي غَيْرِ هَذَا الْمَوْضِعِ أَنَّ ذَلِكَ عُذْرٌ لَهُ؛ لِأَنَّ بِالِامْتِنَاعِ يَلْحَقُهُ ضَرَرٌ لَمْ يَلْتَزِمْهُ بِالْعَقْدِ وَفِيمَا ذَكَرَ هُنَا لَا يَكُونُ عُذْرًا لَهُ؛ لِأَنَّهُ يَتَعَلَّلُ بِالسَّفَرِ لِيَمْتَنِعَ مِنْ إِقَامَةِ الْعَمَلِ الَّذِي الْتَزَمَهُ بِالْعَقْدِ، وَقِيلَ: إِنَّمَا اخْتَلَفَ الْجَوَابُ لِاخْتِلَافِ الْمَوْضُوعِ، فَهُنَاكَ وَضْعُ الْمَسْأَلَةَ فِيمَا إِذَا شَرَطَ عَلَيْهِ إِقَامَةَ الْعَمَلِ بِيَدِهِ، وَبَعْدَ السَّفَرِ لَا يَتَمَكَّنُ مِنْ ذَلِكَ، وَلَا يَجُوزُ أَنْ يَحُولَ بَيْنَهُ وَبَيْنَ سَفَرٍ يُبْتَلَى بِهِ فِي الْمُدَّةِ لِمَا فِي ذَلِكَ مِنْ الضَّرَرِ عَلَيْهِ، وَهُنَا وَضَعَ الْمَسْأَلَةَ فِيمَا إِذَا لَمْ يَشْتَرِطْ عَلَيْهِ الْعَمَلَ بِيَدِهِ، فَهُوَ مُتَمَكِّنٌ مِنْ إِقَامَةِ الْعَمَلِ بِأُجَرَائِهِ وَأَعْوَانِهِ وَغِلْمَانِهِ بَعْدَ السَّفَرِ بِنَفْسِهِ، فَلَا يَكُونُ ذَلِكَ عُذْرًا لَهُ فِي الْفَسْخِ، وَكَذَلِكَ إِنْ بَدَا لِصَاحِبِ النَّخِيلِ أَنْ يَمْنَعَ الْعَامِلَ مِنْهُ وَيَعْمَلَ بِنَفْسِهِ، أَوْ يَدْفَعَهُ إِلَى عَامِلٍ آخَرَ، فَذَلِكَ لَا يَكُونُ عُذْرًا لَهُ فِي الْفَسْخِ بِخِلَافِ مَنْ الْبَذْرُ مِنْ قِبَلِهِ فِي بَابِ الْمُزَارَعَةِ؛ لِأَنَّ هُنَاكَ هُوَ يَحْتَاجُ إِلَى إِتْلَافِ بَذْرِهِ بِالْإِلْقَاءِ فِي الْأَرْضِ، وَهُنَا رَبُّ النَّخِيلِ لَا يَحْتَاجُ إِلَى ذَلِكَ فَيَكُونَ الْعَقْدُ لَازِمًا مِنْ جَانِبِهِ بِنَفْسِهِ كَمَا فِي جَانِبِ الْعَامِلِ، وَإِنَّمَا الْعُذْرُ مِنْ جَانِبِهِ أَنْ يَلْحَقَهُ دَيْنٌ فَادِحٌ لَا وَفَاءَ عِنْدَهُ إِلَّا مِنْ ثَمَنِ النَّخْلِ، فَإِذَا حُبِسَ فِيهِ كَانَ ذَلِكَ عُذْرًا لَهُ فِي فَسْخِ الْمُعَامَلَةِ لِلْبَيْعِ فِي الدَّيْنِ كَمَا بَيَّنَّا فِي الْأَرْضِ وَاللَّهُ (26 / 204),ولو دفع نخلا له معاملة بالنصف ثم بدا للعامل أن يترك العمل أو يسافر فإنه يجبر على العمل، أما إذا بدا له ترك العمل؛ فلأن في إيفاء العقد لا يلحقه ضرر لم يلتزمه بالعقد؛ لأنه التزم بالعقد إقامة العمل، ولا يلحقه سوى ذلك، وأما في السفر فقد ذكر في غير هذا الموضع أن ذلك عذر له؛ لأن بالامتناع يلحقه ضرر لم يلتزمه بالعقد وفيما ذكر هنا لا يكون عذرا له؛ لأنه يتعلل بالسفر ليمتنع من إقامة العمل الذي التزمه بالعقد، وقيل: إنما اختلف الجواب لاختلاف الموضوع، فهناك وضع المسألة فيما إذا شرط عليه إقامة العمل بيده، وبعد السفر لا يتمكن من ذلك، ولا يجوز أن يحول بينه وبين سفر يبتلى به في المدة لما في ذلك من الضرر عليه، وهنا وضع المسألة فيما إذا لم يشترط عليه العمل بيده، فهو متمكن من إقامة العمل بأجرائه وأعوانه وغلمانه بعد السفر بنفسه، فلا يكون ذلك عذرا له في الفسخ، وكذلك إن بدا لصاحب النخيل أن يمنع العامل منه ويعمل بنفسه، أو يدفعه إلى عامل آخر، فذلك لا يكون عذرا له في الفسخ بخلاف من البذر من قبله في باب المزارعة؛ لأن هناك هو يحتاج إلى إتلاف بذره بالإلقاء في الأرض، وهنا رب النخيل لا يحتاج إلى ذلك فيكون العقد لازما من جانبه بنفسه كما في جانب العامل، وإنما العذر من جانبه أن يلحقه دين فادح لا وفاء عنده إلا من ثمن النخل، فإذا حبس فيه كان ذلك عذرا له في فسخ المعاملة للبيع في الدين كما بينا في الأرض والله (26 / 204)
Fadel_test.txt,(فَصْلٌ لَا تُقْبَلُ شَهَادَتُهُ عَلَى عَدُوٍّ) لَهُ وَإِنْ قُبِلَتْ لَهُ لِلتُّهْمَةِ وَلِخَبَرِ {لَا تُقْبَلُ شَهَادَةُ ذِي غِمْرٍ بِكَسْرِ الْغَيْنِ الْمُعْجَمَةِ أَيْ عَدُوٍّ حَقُودٍ عَلَى أَخِيهِ} رَوَاهُ أَبُو دَاوُد وَابْنُ مَاجَهْ بِإِسْنَادٍ حَسَنٍ وَعَدُوُّ الْمَرْءِ مَنْ (يَتَمَنَّى زَوَالَ نِعْمَتِهِ وَيَفْرَحُ بِمُصِيبَتِهِ وَيَحْزَنُ بِمَسَرَّتِهِ) وَذَلِكَ قَدْ يَكُونُ مِنْ الْجَانِبَيْنِ وَقَدْ يَكُونُ مِنْ أَحَدِهِمَا فَيَخْتَصُّ بِرَدِّ شَهَادَتِهِ عَلَى الْآخَرِ وَإِنْ أَفْضَتْ الْعَدَاوَةُ إِلَى الْفِسْقِ رُدَّتْ شَهَادَتُهُ مُطْلَقًا كَمَا عُلِمَ مِمَّا مَرَّ وَالْمُرَادُ الْعَدَاوَةُ الظَّاهِرَةُ لِأَنَّ الْبَاطِنَةَ لَا يَعْلَمُهَا إِلَّا مُقَلِّبُ الْقُلُوبِ (وَإِنْ عَادَى مَنْ سَيَشْهَدُ عَلَيْهِ وَبَالَغَ فِي خِصَامِهِ وَلَمْ يُجِبْهُ ثُمَّ شَهِدَ) عَلَيْهِ (لَمْ تُرَدَّ شَهَادَتُهُ) لِئَلَّا يُتَّخَذَ ذَلِكَ ذَرِيعَةً إِلَى رَدِّهَا وَهَذَا فِي غَيْرِ الْقَذْفِ كَمَا يُعْلَمُ مِمَّا يَأْتِي (وَلَا تُقْبَلُ شَهَادَتُهُ عَلَى قَاذِفِهِ) وَلَوْ قَبْلَ طَلَبِ الْحَدِّ لِظُهُورِ الْعَدَاوَةِ كَمَا نَبَّهَ عَلَيْهِ بِقَوْلِهِ (وَالنَّصُّ يَقْتَضِي أَنَّ الطَّلَبَ) لِلْحَدِّ (لَيْسَ بِشَرْطٍ) فِي عَدَمِ قَبُولِ الشَّهَادَةِ (وَلَا) تُقْبَلُ شَهَادَتُهُ (عَلَى مَنْ ادَّعَى) عَلَيْهِ (أَنَّهُ قَطَعَ عَلَيْهِ الطَّرِيقَ وَأَخَذَ مَالَهُ) وَحَاصِلُ كَلَامِ الْأَصْلِ نَقْلًا عَنْ النَّصِّ أَنَّ كُلًّا مِنْ الْقَاذِفِ وَالْمَقْذُوفِ فِي الْأُولَى وَمِنْ الْمُدَّعِي وَالْمُدَّعَى عَلَيْهِ فِي الثَّانِيَةِ لَا تُقْبَلُ شَهَادَتُهُ عَلَى الْآخَرِ (فَإِنْ قَذَفَهُ) الْمَشْهُودُ عَلَيْهِ (بَعْدَ الشَّهَادَةِ) عَلَيْهِ (لَمْ يُؤَثِّرْ) فِي قَبُولِهَا فَيَحْكُمُ بِهَا الْحَاكِمُ (فَرْعٌ الْبُغْضُ لِلَّهِ) الْمُعَبَّرُ عَنْهُ فِي الْأَصْلِ بِالْعَدَاوَةِ الدِّينِيَّةِ (لَيْسَ قَدْحًا) فِي الشَّهَادَةِ (فَمَنْ أَبْغَضْته لِفِسْقِهِ قُبِلَتْ شَهَادَتُك عَلَيْهِ كَشَهَادَةِ الْمُسْلِمِ عَلَى الْكَافِرِ) وَالسُّنِّيِّ عَلَى الْمُبْتَدِعِ (وَجَرْحِ الْعَالِمِ الرَّاوِي الْحَدِيثَ) أَوْ نَحْوِهِ كَالْمُفْتِي (نَصِيحَةً) (22 / 452) ) لَا شَكَّ أَنَّ ذِكْرَهُ عَقِبَ الْجُمُعَةِ جَمْعٌ لَهُمَا إِذْ مِنْ الْمَعْلُومِ أَنَّ جَمْعَهُمَا ذِكْرُ أَحَدِهِمَا عَقِبَ الْآخَرِ وَظَاهِرُ عِبَارَتِهِ خِلَافُهُ فَلَوْ قَالَ: اعْلَمْ أَنَّهُ قَدْ جَمَعَ صَلَاةَ الْخَوْفِ وَالْجُمُعَةِ لِكَوْنِ كُلٍّ مِنْهُمَا مِنْ الْمُغَيِّرَاتِ وَيُشْتَرَطُ الْجَمَاعَةُ فِيهِمَا وَأَخَّرَهُ عَنْهَا لِشِدَّةِ تَغَيُّرِهِ لَكَانَ أَحْسَنَ (قَوْلُهُ: يَعْنِي أَنَّهُ يُبَاحُ.,(فصل لا تقبل شهادته على عدو) له وإن قبلت له للتهمة ولخبر {لا تقبل شهادة ذي غمر بكسر الغين المعجمة أي عدو حقود على أخيه} رواه أبو داود وابن ماجه بإسناد حسن وعدو المرء من (يتمنى زوال نعمته ويفرح بمصيبته ويحزن بمسرته) وذلك قد يكون من الجانبين وقد يكون من أحدهما فيختص برد شهادته على الآخر وإن أفضت العداوة إلى الفسق ردت شهادته مطلقا كما علم مما مر والمراد العداوة الظاهرة لأن الباطنة لا يعلمها إلا مقلب القلوب (وإن عادى من سيشهد عليه وبالغ في خصامه ولم يجبه ثم شهد) عليه (لم ترد شهادته) لئلا يتخذ ذلك ذريعة إلى ردها وهذا في غير القذف كما يعلم مما يأتي (ولا تقبل شهادته على قاذفه) ولو قبل طلب الحد لظهور العداوة كما نبه عليه بقوله (والنص يقتضي أن الطلب) للحد (ليس بشرط) في عدم قبول الشهادة (ولا) تقبل شهادته (على من ادعى) عليه (أنه قطع عليه الطريق وأخذ ماله) وحاصل كلام الأصل نقلا عن النص أن كلا من القاذف والمقذوف في الأولى ومن المدعي والمدعى عليه في الثانية لا تقبل شهادته على الآخر (فإن قذفه) المشهود عليه (بعد الشهادة) عليه (لم يؤثر) في قبولها فيحكم بها الحاكم (فرع البغض لله) المعبر عنه في الأصل بالعداوة الدينية (ليس قدحا) في الشهادة (فمن أبغضته لفسقه قبلت شهادتك عليه كشهادة المسلم على الكافر) والسني على المبتدع (وجرح العالم الراوي الحديث) أو نحوه كالمفتي (نصيحة) (22 / 452) ) لا شك أن ذكره عقب الجمعة جمع لهما إذ من المعلوم أن جمعهما ذكر أحدهما عقب الآخر وظاهر عبارته خلافه فلو قال: اعلم أنه قد جمع صلاة الخوف والجمعة لكون كل منهما من المغيرات ويشترط الجماعة فيهما وأخره عنها لشدة تغيره لكان أحسن (قوله: يعني أنه يباح.
Fadel_test.txt,وَعَنْهُ تُعْتَبَرُ كُلُّ جَرِيَّةٍ بِنَفْسِهَا، وَهِيَ أَشْهَرُ، فَيُفْضِي إِلَى تَنَجُّسِ نَهْرٍ كَبِيرٍ بِنَجَاسَةٍ قَلِيلَةٍ لَا كَثِيرَةٍ، لِقِلَّةِ مَا يُحَاذِي الْقَلِيلَةَ، وَالْجَرِيَّةُ مَا أَحَاطَ بِالنَّجَاسَةِ فَوْقَهَا وَتَحْتَهَا وَيَمْنَةً وَيَسَرَةً.,وعنه تعتبر كل جرية بنفسها، وهي أشهر، فيفضي إلى تنجس نهر كبير بنجاسة قليلة لا كثيرة، لقلة ما يحاذي القليلة، والجرية ما أحاط بالنجاسة فوقها وتحتها ويمنة ويسرة.
